Contract ID,Customer,Annual Premium
G214464,"Thomas, Jefferson and Carter",171062.05
G214465,Anderson-Rogers,226893.71
G214466,Jones Ltd,169282.68
G214467,Maldonado-Gonzalez,289523.05
G214468,"Matthews, Ross and Davis",136429.87
G214469,Ferguson Ltd,94932.67
G214470,"Robinson, Bennett and Gibson",468429.74
G214471,Julie Reynolds,210387.36
G214472,Rodriguez-Odonnell,282920.52
G214473,"Martin, Moore and Kemp",99406.69
G214474,Mccullough and Sons,245213.11
G214475,Singh PLC,442916.25
G214476,Shawn Cunningham,235959.17
G214477,Tammy Dennis,324312.83
G214478,Allen-Kaufman,176300.81
G214479,"Welch, Powell and Peters",7928.25
G214480,Gilbert-Gilbert,373602.54
G214481,Garza-Carpenter,126909.98
G214482,Weaver Group,442949.79
G214483,Hannah Lin,498114.36
G214484,Watson-Ross,102908.57
G214485,Harrington-Reed,280790.07
G214486,"Robbins, Hernandez and Price",269577.95
G214487,"Shannon, Oneill and Gibson",191335.6
G214488,Williams LLC,38852.58
G214489,King and Sons,189559.64
G214490,Moreno-Ray,297318.56
G214491,Weber Inc,327340.02
G214492,Daniel Jenkins,20369.7
G214493,Mason Khan,117973.27
G214494,Patty Smith,199089.39
G214495,David Medina,140311.06
G214496,Blevins PLC,166009.13
G214497,"Morales, Garcia and Watson",120246.61
G214498,"Johnson, Mills and Carson",204961.86
G214499,Jason Barron,162792.4
G214500,Wells and Sons,441382.05
G214501,Meyer-Henson,382672.89
G214502,Brian Jordan,354057.59
G214503,Robin Schmidt,137617.88
G214504,Phillip Peterson,384661.82
G214505,Nash Inc,357366.42
G214506,"Brown, Fernandez and Kelley",112103.59
G214507,"Carney, Fields and Aguirre",77774.77
G214508,Hall-Rodriguez,75561.61
G214509,Matthew Riley,240914.92
G214510,Martinez-Rangel,252141.18
G214511,"Diaz, Martin and Robinson",396786.74
G214512,Carter Group,314757.91
G214513,"Sanders, Moore and Carson",80500.99
G214514,"Lane, Murphy and Hunt",296033.97
G214515,Grimes-Jackson,321315.09
G214516,Lawrence Howard,77210.94
G214517,Kenneth Smith,278403.2
G214518,"Mccormick, Pierce and Graham",466699.56
G214519,Palmer-Hill,311283.63
G214520,Benjamin James,82773.97
G214521,Brittany Beard,74788.92
G214522,Moss Group,107245.08
G214523,Roy Carlson,95700.37
G214524,Jerry Foster,172984.29
G214525,Palmer-Mejia,417136.42
G214526,Harrison-Huynh,395532.93
G214527,Hill PLC,227175.26
G214528,James Brooks,344775.23
G214529,Amber Gomez,191006.06
G214530,Daniel-Adams,198516.78
G214531,"Fitzpatrick, Johnson and Fuentes",479699.22
G214532,Hernandez-Long,371597.7
G214533,Jeffery Morton,163598.61
G214534,Moore Inc,138280.35
G214535,Morales-Reynolds,458454.8
G214536,Klein-Costa,22655.37
G214537,Reese and Sons,42543.26
G214538,Debra Delacruz DDS,388775.41
G214539,"Ruiz, Goodwin and Huff",73111.46
G214540,Waller LLC,332747.88
G214541,Mccullough-Hubbard,312153.55
G214542,Sherri Matthews,153340.63
G214543,"Henderson, Baldwin and Henson",373911.75
G214544,"Lewis, Yang and Rocha",452837.52
G214545,James Brown,71753.49
G214546,Harvey-Olsen,71372.02
G214547,Chambers-Rodriguez,110013.61
G214548,Scott LLC,157271.23
G214549,Brown Inc,58453.46
G214550,Potter-Pearson,16518.53
G214551,Garza-Scott,465861.47
G214552,Decker-Nichols,344753.18
G214553,Griffin-Moreno,495652.38
G214554,"Martin, Cortez and Ramos",79408.16
G214555,Brian Blankenship,240458.95
G214556,"Stephens, Gamble and Martin",147005.48
G214557,Webb Ltd,367136.02
G214558,John Sheppard,218930.3
G214559,Taylor and Sons,235175.23
G214560,Pena-Hernandez,102839.32
G214561,"Santiago, Walker and Chambers",211488.28
G214562,"Moore, Green and Gilmore",499429.15
G214563,Patterson and Sons,209707.62
G214564,Bryan LLC,162593.33
G214565,"Mcgrath, Hansen and Alvarez",399920.37
G214566,Mrs. Heather Evans,463170.53
G214567,Francis Fitzgerald,216525.42
G214568,Owens-Miller,168994.07
G214569,Walters-Williams,56864.52
G214570,Adams-Jimenez,78535.54
G214571,Michelle Miller,431930.45
G214572,Dr. Ronald Harris,139808.77
G214573,Dr. Jose Gutierrez,42620.3
G214574,"Gibson, Myers and Charles",202432.71
G214575,Johnson Group,143864.73
G214576,Miller-Davis,180546.71
G214577,Mendez Ltd,387396.68
G214578,"Burns, Rodgers and Steele",202319.63
G214579,Medina Inc,493219.74
G214580,Amber Porter,91597.31
G214581,Adrian Valentine,124101.17
G214582,Donna Beltran,477671.1
G214583,Michael Lopez,176136.49
G214584,Pamela Reed,361510.72
G214585,"Simon, Stephens and Robinson",483994.22
G214586,Hartman-Peterson,470540.04
G214587,Gonzalez LLC,76650.19
G214588,Yang Ltd,46959.46
G214589,Mann-Rogers,104194.67
G214590,Debra Price,494744.4
G214591,Steele-Watson,145466.66
G214592,Jennifer Harris,451482.38
G214593,Christensen Inc,458612.9
G214594,Schneider Group,171620.81
G214595,Brian Jones,414314.55
G214596,Hoover-Harrison,211548.78
G214597,Ann Torres,242909.43
G214598,Jessica Tucker,262688.84
G214599,Christopher Sanchez,353478.83
G214600,Smith-Williams,477360.2
G214601,"Li, Stone and Melendez",495223.36
G214602,Michelle Erickson,160344.01
G214603,Curtis and Sons,111394.55
G214604,"Cook, Rose and Williamson",422080.18
G214605,Kevin Hood,385007.61
G214606,Foster-Reynolds,249512.38
G214607,Angela Harvey,293992.14
G214608,Jackson-Klein,204401.2
G214609,"Reyes, Thomas and Murillo",476378.07
G214610,Joshua Salinas,323185.64
G214611,Alexander LLC,398918.73
G214612,"Campbell, Porter and Wise",31859.88
G214613,Robert Aguilar,325567.91
G214614,Roy-Randall,75952.4
G214615,"Blevins, Ford and Bowers",65783.36
G214616,Nelson Inc,226010.08
G214617,"Flores, Williams and Craig",272159.86
G214618,"Ibarra, Rojas and Rodriguez",242100.6
G214619,Bradley Inc,138659.74
G214620,"Mejia, Ramsey and Salas",25559.07
G214621,Freeman-Morrison,135081.06
G214622,Weber and Sons,231760.53
G214623,"Arellano, Bennett and Mullins",244106.91
G214624,Alexis Hansen,115114.79
G214625,Thornton Group,72362.72
G214626,"Brown, Wilkinson and Fitzpatrick",294667.47
G214627,"Cunningham, Roberts and Johnson",354337.01
G214628,William Kelly,29867.2
G214629,"Mcdonald, Ramirez and Flores",379521.23
G214630,Williams Ltd,45225.42
G214631,Sarah Barr,68989.98
G214632,Porter Group,328530.27
G214633,"Marks, Gonzales and Davenport",244622.13
G214634,"Montes, Woods and Holden",197870.74
G214635,"Li, Schneider and Cobb",281991.96
G214636,Smith Ltd,213141.7
G214637,Chapman-Johnson,90770.08
G214638,Williams Inc,157754.79
G214639,"Stewart, Hall and White",113995.04
G214640,"Barry, Mcdonald and Ortiz",212808.82
G214641,"Cunningham, Mitchell and Skinner",420326.88
G214642,"Henderson, Smith and Harris",363082.48
G214643,Becker-Butler,214218.28
G214644,Russell-Keller,149453.83
G214645,"Gibson, Alvarez and Alvarez",476833.46
G214646,Clark Inc,342499.59
G214647,Mora-Hill,468243.12
G214648,"Wells, Howard and Pitts",481713.27
G214649,Lawson-Valdez,101312.69
G214650,"Cook, Harmon and Cooper",117930.32
G214651,Brianna Young,475212.96
G214652,Barron-Nixon,20871.26
G214653,Bryan Smith,80916.73
G214654,Cassandra Bass,115026.31
G214655,"Torres, Watson and Shelton",224201.88
G214656,"Hess, Allen and Miller",404345.66
G214657,Daniel Gilmore,335333.69
G214658,Curtis Andrews,210840.96
G214659,Blake Figueroa,75581.81
G214660,Fox PLC,176262.25
G214661,Williams-Short,77780.39
G214662,"Thomas, Lopez and Collins",107707.67
G214663,Brown and Sons,439473.78
G214664,Andrews LLC,204469.22
G214665,Griffith-Rivera,225549.04
G214666,Robert Daugherty,72044.84
G214667,Bailey Group,201630.11
G214668,"Lucas, Young and Taylor",306019.41
G214669,Williams-Harding,237092.13
G214670,Carol Young,247242.61
G214671,"Leblanc, Russell and Cox",220093.1
G214672,Oliver Group,391126.74
G214673,Valdez-Hayes,341073.68
G214674,Jonathan Ortega,118978.36
G214675,Dean and Sons,470888.68
G214676,"Warren, Clayton and King",329637.24
G214677,"Snyder, Chan and Golden",110634.77
G214678,Smith-Stevens,463191.46
G214679,Jade Ramsey,290551.41
G214680,Taylor Harris,337212.25
G214681,Edwards PLC,304467.51
G214682,"Ruiz, Taylor and Hester",359313.81
G214683,Jones Inc,70572.19
G214684,Stephanie Vargas,412840.07
G214685,Darlene Dixon,339477.58
G214686,Goodwin LLC,155289.06
G214687,Thomas and Sons,272442.19
G214688,Holmes-Fuller,69907.03
G214689,"Gardner, Jensen and Young",183399.7
G214690,Evans LLC,349658.65
G214691,Ayers-Allen,159175.12
G214692,Kim-Mccarthy,250457.66
G214693,Thompson Ltd,175734.39
G214694,"Copeland, Kelly and Villa",190045.43
G214695,"Soto, Mejia and Ramos",26667.12
G214696,Eric Rosario,25910.55
G214697,Sheri Mckenzie,50390.77
G214698,Howell-Le,417278.16
G214699,"Jordan, Nicholson and Harris",256073.92
G214700,Mcgrath Group,209946.41
G214701,John Powell,178433.42
G214702,Cruz and Sons,415606.93
G214703,Kayla Johnson,440670.72
G214704,Patricia Berger,460115.02
G214705,"Robertson, Johnson and Phillips",344040.54
G214706,Ramsey-Vega,485118.83
G214707,Michael Miller,429979.53
G214708,Juan Meyer,463178.17
G214709,Angela Owens,125868.02
G214710,Jones Ltd,60872.11
G214711,"Hoover, Acevedo and Buchanan",311389.72
G214712,"Tucker, Farrell and Hansen",137022.29
G214713,"Freeman, Larson and Roberts",387706.09
G214714,"Bradford, Taylor and Gray",51226.07
G214715,Alexis Leon,492476.16
G214716,Alvarado LLC,415344.6
G214717,Mathews PLC,117890.41
G214718,"Andrade, Jimenez and Duncan",435543.24
G214719,Kristy Stein,375285.17
G214720,Robert Stokes,167407.4
G214721,Joshua Nelson,84169.35
G214722,"Baker, Johnson and Miller",475312.12
G214723,Moss-Wilcox,441018.65
G214724,Hughes-Allen,450688.92
G214725,"Walker, Flynn and Lopez",465548.2
G214726,Diaz-Frazier,60888.26
G214727,"Shepard, Sanchez and Thompson",165055.7
G214728,Cannon LLC,206549.37
G214729,Michael Spears,228867.26
G214730,Molina-Snyder,241951.02
G214731,Cunningham Group,87889.85
G214732,Sean Alvarado,191119.99
G214733,Dalton Jennings,322140.71
G214734,"Lambert, Duncan and Jenkins",483693.43
G214735,Jose Perez,464671.45
G214736,Jennifer Lee,415700.38
G214737,Martinez Group,368468.11
G214738,"Henderson, Thomas and Serrano",114688.8
G214739,Wright Group,303870.08
G214740,Allen and Sons,256788.43
G214741,"Williams, Perez and Owens",317764.26
G214742,"Wood, Marquez and Baker",40439.72
G214743,"Fleming, Porter and Rogers",80042.11
G214744,Kirsten Perez,440386.04
G214745,Hooper PLC,275884.08
G214746,Tiffany Wong,374092.24
G214747,Angela Berger,30495.72
G214748,"Martin, Robinson and Turner",495423.41
G214749,Adams LLC,362481.36
G214750,Sherry Horton,224854.37
G214751,Stevens LLC,149502.78
G214752,"Wright, Meadows and Cooper",405894.07
G214753,Jesse Bates,110191.06
G214754,Jones Ltd,437549.57
G214755,Buchanan-Hawkins,455650.91
G214756,"Davidson, Wu and Clark",286688.92
G214757,"Kim, Martinez and Nunez",56897.6
G214758,Bennett-Hunter,455259.2
G214759,Rose-Brown,456948.77
G214760,Barton-Villegas,463293.24
G214761,"Harmon, Gonzalez and Terry",458058.91
G214762,"Parsons, Lee and Cameron",346779.68
G214763,"Russell, Buckley and West",143700.73
G214764,Jackson Ltd,28337.73
G214765,Butler PLC,29184.13
G214766,Cheyenne Grant,15617.4
G214767,Sparks-Velez,488380.53
G214768,Hall-Young,26556.1
G214769,Erickson Group,431402.56
G214770,Strong Inc,483306.59
G214771,"Mathews, Castro and Payne",494055.6
G214772,Pedro Martinez,329679.64
G214773,Jennifer Sullivan,120156.27
G214774,"Brown, Davis and Hurley",183579.16
G214775,Luke Stevenson,77754.24
G214776,"Smith, Perry and Floyd",185503.24
G214777,Jenkins-Figueroa,156615.8
G214778,Willis LLC,154871.37
G214779,Villanueva-Salazar,122760.6
G214780,Wells-Fisher,262769.81
G214781,Phillip Richards,221585.23
G214782,Garcia-Gonzales,347262.1
G214783,Sabrina Stanley,81048.63
G214784,Schneider-Gomez,211134.7
G214785,Theresa Brooks,43804.79
G214786,Kayla Garcia,15865.75
G214787,"Allen, Orozco and Malone",6581.61
G214788,Donna Case,203459.67
G214789,Solomon LLC,324363.22
G214790,"Herrera, Archer and Dyer",225881.32
G214791,Daniel Flores,478006.58
G214792,Brown and Sons,85860.09
G214793,Mrs. Tara Lee DVM,83961.58
G214794,Thomas Clark,398899.01
G214795,Adam Jimenez,154925.06
G214796,Stacy Underwood,57249.81
G214797,Gary Mendoza,319463.75
G214798,George and Sons,50914.95
G214799,Gentry-Vasquez,366567.84
G214800,"Brown, Cruz and Davis",439841.5
G214801,Wall LLC,326379.6
G214802,Jones-Suarez,25043.65
G214803,Donna Griffith,425948.34
G214804,Davis Ltd,376887.18
G214805,Peter Watts,131648.78
G214806,Mcgrath PLC,215018.01
G214807,"Ross, Hernandez and Smith",316960.46
G214808,Smith-Sullivan,375882.32
G214809,Amanda Owens,464264.22
G214810,Smith-Hoffman,208632.32
G214811,Kristin Green,355817.66
G214812,"Taylor, Fowler and Bender",346231.04
G214813,Strong and Sons,169183.75
G214814,"Scott, Berry and Brown",455938.94
G214815,"Hill, Knight and Gillespie",318281.4
G214816,Davis Ltd,459301.91
G214817,Kim-Trujillo,305771.07
G214818,Jennifer Orozco,23072.63
G214819,"Palmer, Powell and Klein",435591.57
G214820,"Chavez, Alvarado and Hunter",80252.67
G214821,Johnson-Banks,302937.05
G214822,Durham-Duran,479910.87
G214823,Sarah Murphy,466612.64
G214824,Jackson Inc,205056.13
G214825,Russo and Sons,471452.74
G214826,"Thornton, Harris and Bass",97658.99
G214827,Walker Group,282097.55
G214828,"Hurley, Mckee and Anderson",177032.19
G214829,"James, Lucas and Edwards",103185.52
G214830,Michael Santos,257755.01
G214831,Delgado LLC,23329.02
G214832,Gray-Thompson,323377.83
G214833,Maxwell-Reyes,385508.15
G214834,Landry Inc,374034.44
G214835,Taylor and Sons,104602.49
G214836,Page Group,103694.83
G214837,"Mitchell, Moreno and Stewart",298070.62
G214838,"Sampson, Ibarra and Browning",271013.3
G214839,"Lee, Clark and Kelley",196236.6
G214840,Peggy Chang,227104.54
G214841,Haynes PLC,423708.34
G214842,Baker-Day,312798.77
G214843,"Collier, Carrillo and Jarvis",96195.68
G214844,Estrada-Massey,413213.72
G214845,Lisa Lindsey,334727.32
G214846,"Huynh, Green and Franklin",225763.18
G214847,"Perry, Bautista and Reynolds",357909.13
G214848,Janet Mason,148032.55
G214849,Perez-Ramirez,115266.42
G214850,Garcia-Shannon,286122.51
G214851,"Austin, Grimes and Mckay",481941.8
G214852,Jones-Gill,213568.26
G214853,Ashley Pierce,130175.11
G214854,Rachael Williams,7177.42
G214855,"Williams, Smith and Mahoney",339025.62
G214856,Scott Rollins,394508.44
G214857,Stephen Williams,78270.54
G214858,Jackson-Davis,445394.11
G214859,William Campbell,125715.85
G214860,Gregory Bates,387404.9
G214861,Wade-Walton,408427.14
G214862,Corey Williams,187835.87
G214863,"Herring, Moreno and Ruiz",162964.87
G214864,Zimmerman-Taylor,432932.94
G214865,Kaylee Williams,316860.08
G214866,Harris LLC,46933.16
G214867,"Williams, Garcia and Lowe",344105.87
G214868,"Ryan, Martin and Mora",249389.29
G214869,William Nunez,250409.37
G214870,Jackson-Ortiz,170488.06
G214871,Nunez-Hanson,176911.05
G214872,"Miranda, Ruiz and Walker",347410.16
G214873,Lisa Marsh DDS,74014.23
G214874,Robert Rios,173896.07
G214875,"Clark, Dean and Watkins",25956.02
G214876,Rangel-Rogers,134112.73
G214877,Peter Curry,174749.94
G214878,Douglas LLC,77348.19
G214879,Saunders-Cruz,198347.56
G214880,Amy Guerrero,306629.39
G214881,Charles Bennett,7604.8
G214882,Marsh Group,260463.34
G214883,Gonzales-Ross,135058.76
G214884,Denise Adams,145038.37
G214885,Evans-Jones,43757.09
G214886,Shannon Carlson,29204.61
G214887,Brenda Jackson,97532.65
G214888,"Mendoza, Brady and Baldwin",203153.51
G214889,"Kennedy, Juarez and Holloway",435222.75
G214890,Adkins LLC,3989.9
G214891,Jake Rios,151331.58
G214892,Austin Rivers MD,19527.73
G214893,Andrea Smith,405090.51
G214894,Lisa Wilson,302384.44
G214895,Jesse Murphy,155622.98
G214896,Goodwin PLC,492882.69
G214897,Flores Group,451338.19
G214898,Richard White,331223.68
G214899,Mark Lee,167444.64
G214900,Eric Cross,272333.66
G214901,Garcia Group,135239.79
G214902,"Price, Banks and Moore",10504.09
G214903,Conley-Reid,8470.52
G214904,Santos and Sons,390005.39
G214905,"Fox, Lane and Evans",212189.33
G214906,Barnes Group,76451.52
G214907,Kevin Hernandez,180741.36
G214908,Wilson-Meyers,174583.01
G214909,Mark Gilmore,176655.81
G214910,Stephanie Martinez,134710.31
G214911,"Rodriguez, Jimenez and Pittman",316235.48
G214912,"Hall, Lewis and Olson",201548.89
G214913,Hardy Group,305882.49
G214914,Monica Bradford,232681.16
G214915,Taylor LLC,55975.6
G214916,Hardy-Martin,278230.22
G214917,Karen Ross,323975.16
G214918,Browning and Sons,145171.27
G214919,Leonard LLC,434079.81
G214920,Cox-Scott,85980.9
G214921,Aguilar Ltd,166332.02
G214922,Wang-Irwin,307184.61
G214923,Hahn Inc,45672.49
G214924,Justin Robinson,243819.27
G214925,Li PLC,155533.73
G214926,Dixon-Wilson,86063.49
G214927,"Baker, Conley and Schaefer",469529.55
G214928,Smith-Gonzalez,461067.45
G214929,"Mendez, Montgomery and Morgan",162712.36
G214930,Gonzalez PLC,83075.75
G214931,Martin-Simmons,141909.93
G214932,Lisa Moss,151476.96
G214933,"Wright, Rivera and Choi",445406.81
G214934,Macias Group,244243.09
G214935,Norris LLC,101414.32
G214936,Randall-Nelson,252494.5
G214937,"Evans, Mueller and Davila",159791.03
G214938,Virginia Wright,113256.93
G214939,Jacob Stevens,492643.47
G214940,Eric Hayden,447545.86
G214941,Phillips-Smith,257397.92
G214942,"Miller, Keith and Ballard",113288.45
G214943,Dixon-Sawyer,443097.22
G214944,Roberts and Sons,351038.77
G214945,Nelson-Brown,38951.16
G214946,"Randolph, Flores and Reynolds",190624.12
G214947,Joseph-Miller,288065.9
G214948,Vanessa Hunter,314092.84
G214949,"Perez, Rodriguez and Reed",68601.34
G214950,Todd Hill,297613.65
G214951,Williams Ltd,277950.11
G214952,"Wilson, Avery and Roach",14482.57
G214953,"Contreras, Johnson and Henson",499151.56
G214954,Brian Mcclain,281262.57
G214955,"Gallagher, Ferguson and Harrison",436571.3
G214956,Garcia LLC,407664.51
G214957,David Davis,397918.87
G214958,David Brown,424273.24
G214959,Vincent Garcia,6075.28
G214960,Schmidt Group,143467.27
G214961,Barton PLC,149757.46
G214962,Ayala Ltd,463002.84
G214963,Perez-Bennett,66402.58
G214964,"Porter, Nolan and Mathis",462856.61
G214965,"Fuller, Newton and Perez",220292.2
G214966,"Green, Cameron and Rose",387087.62
G214967,Gutierrez-Howard,45921.21
G214968,Johnny Acosta,77859.61
G214969,"Ramirez, Long and Cowan",92018.84
G214970,"Aguilar, Hall and Scott",363585.78
G214971,Kaufman-Williams,173410.55
G214972,Mark Byrd,31952.21
G214973,"Anderson, Le and Costa",101030.26
G214974,Jimenez-Elliott,128740.07
G214975,Taylor-Gomez,417922.7
G214976,Shelby Fletcher,123054.28
G214977,Ruben Mendez,220148.89
G214978,William Hill,131937.24
G214979,Brown LLC,268954.22
G214980,Ramirez PLC,140076.91
G214981,Karen Washington,219336.52
G214982,Bradley-Wang,197416.41
G214983,Janet Price,196538.9
G214984,"Griffith, Carter and Johnson",142265.29
G214985,"Davis, Hardin and Ryan",69293.28
G214986,Hall Inc,264464.36
G214987,Gary Martinez,353469.16
G214988,"Nelson, Quinn and Foster",13688.06
G214989,Andrew Kim,14967.16
G214990,Moyer-Potter,60786.14
G214991,Roberts-Daniel,397352.79
G214992,Misty Smith,207896.35
G214993,"Garcia, Clements and Klein",9768.61
G214994,Gregory-Moss,290153.15
G214995,Mccarthy PLC,264698.14
G214996,"Miller, Savage and Bridges",492931.39
G214997,"Weaver, Campos and Lucas",440299.73
G214998,"Wood, Mendez and Fernandez",294409.5
G214999,Tim Miller,100427.57
G215000,Harmon LLC,409174.88
G215001,Antonio Figueroa,68986.17
G215002,David Haas,348759.0
G215003,"Williams, Fox and Wolfe",139983.43
G215004,Malone LLC,208584.63
G215005,Garcia-Mitchell,17483.01
G215006,"Harrison, Sullivan and Martin",271831.79
G215007,Mrs. Alyssa Bryant MD,464049.73
G215008,Phelps Ltd,32570.66
G215009,"Morse, Andrews and Cole",52454.68
G215010,Robert Reyes,466115.69
G215011,Heather Jones,162428.8
G215012,Johnson-Harper,106559.05
G215013,"Mitchell, Trevino and Scott",180259.61
G215014,Bonnie George DVM,284103.16
G215015,Davis-Stewart,147248.27
G215016,Elizabeth Mcconnell,141655.21
G215017,"Baker, Sanders and Gomez",371664.48
G215018,Colon-Cruz,192225.26
G215019,Mayer-Johnson,235594.29
G215020,Brittany Hendricks,273764.12
G215021,Tran Inc,348416.98
G215022,Bruce Bryant,282436.16
G215023,Bailey Group,229214.45
G215024,Gomez LLC,208205.82
G215025,Miss Stacy English,466312.11
G215026,Nelson LLC,439570.1
G215027,"Fuller, Oliver and Thomas",427776.83
G215028,Baker LLC,472873.09
G215029,Fox-Sanchez,367483.05
G215030,Jordan-Hernandez,431523.28
G215031,Ramirez-Williams,173442.9
G215032,Daniels LLC,346535.92
G215033,Jackson Ltd,349401.03
G215034,Hines Group,209999.36
G215035,Heath-Mayo,189144.78
G215036,Jordan Group,65203.89
G215037,Matthew Hudson,216120.32
G215038,"Hinton, Cruz and Parker",229896.88
G215039,"Trevino, Jenkins and Garcia",346383.73
G215040,Bates-Anderson,130379.21
G215041,David Ortiz,57137.36
G215042,Taylor-Lawrence,154626.56
G215043,Brown Ltd,122334.09
G215044,Brandt Group,120103.9
G215045,"Fry, Crawford and Hanna",51300.42
G215046,"Tucker, Henry and Mckay",200727.12
G215047,"Patel, Newman and Hayes",490568.87
G215048,"Johnson, Chavez and Munoz",469111.13
G215049,"Allen, Martinez and Davis",37125.8
G215050,Simmons Group,22378.45
G215051,"Zamora, Leonard and Costa",257490.35
G215052,"Myers, Young and Perkins",107263.3
G215053,"Carpenter, Vaughan and Murillo",17355.79
G215054,Gina Ford,234225.31
G215055,Jack Nelson,227305.36
G215056,Hebert-Wright,17371.78
G215057,Alexander Ltd,303207.02
G215058,Alexis Wilson,152363.37
G215059,"Dickerson, Kline and Hill",100724.32
G215060,"Cunningham, Herman and Edwards",203977.32
G215061,Susan Mercado,307084.28
G215062,Soto-Walker,292865.52
G215063,Fuller-Cervantes,144354.81
G215064,"King, Green and Jones",221069.11
G215065,Ryan Hall,149393.9
G215066,"Clarke, Moore and Wilson",432812.04
G215067,"Frazier, Flores and Moreno",339553.01
G215068,"Gordon, Young and Parks",125603.81
G215069,Thompson Group,146028.93
G215070,Miguel Lopez,168048.34
G215071,Ryan Molina,378900.05
G215072,Rivas-Flores,132195.44
G215073,Wiley Group,76735.37
G215074,"Hoffman, Moore and Sheppard",462195.68
G215075,Michael Brown,22155.65
G215076,"Allen, Williams and Wallace",304484.87
G215077,Jared Taylor,7166.46
G215078,"Walsh, Cole and Forbes",112710.98
G215079,Edward Freeman,330406.03
G215080,Williams LLC,202763.4
G215081,Troy Hahn,443483.39
G215082,Phillip Warren,422824.04
G215083,"Walker, Murphy and White",328607.51
G215084,"Bird, Davis and Smith",210554.07
G215085,"Vega, White and Howard",84499.98
G215086,Nicholson-Dyer,319652.97
G215087,Sean Thomas,412210.69
G215088,"Crosby, Foster and Wright",71052.24
G215089,"Garcia, Cohen and Melton",195314.03
G215090,Brittany Brooks,70275.22
G215091,Clayton Group,259881.31
G215092,Arnold-Gordon,461544.78
G215093,Thomas Group,48610.19
G215094,Nelson Inc,135298.3
G215095,Margaret Olson,114962.59
G215096,"Anderson, Rogers and Johnson",312990.71
G215097,Ryan Lambert,273685.59
G215098,Proctor-Scott,416178.55
G215099,Lawrence LLC,439380.57
G215100,"Jackson, Robles and Haynes",20596.78
G215101,Howard-Brown,497036.79
G215102,John Garcia,220510.47
G215103,Herrera-Harvey,455139.37
G215104,Olson and Sons,338348.51
G215105,Amber Garcia,315056.17
G215106,Nancy Vance,434710.47
G215107,Smith Ltd,448041.25
G215108,Vincent LLC,219506.87
G215109,Mark Wright,362154.42
G215110,"White, Wiggins and Williams",40873.66
G215111,Morales LLC,349691.03
G215112,Gonzalez PLC,131749.94
G215113,"Reese, Rodriguez and Lewis",130173.17
G215114,Jerome Miller,380966.84
G215115,Hernandez-Johnson,56623.65
G215116,"Moore, Thompson and Fritz",108365.99
G215117,"Mcdaniel, Adams and Nelson",93225.74
G215118,Wood PLC,17950.73
G215119,Shelby Stewart,351109.84
G215120,Robert Rogers,445705.48
G215121,Ashley Spencer,185982.11
G215122,"Sandoval, Sweeney and Leon",97498.02
G215123,"Lowe, Garner and Turner",339050.48
G215124,Kristin Greer,61833.96
G215125,Susan Green,461666.6
G215126,Chavez-Joseph,113583.81
G215127,Meza and Sons,396781.49
G215128,Jessica Aguilar,162427.54
G215129,Jones-Paul,224620.44
G215130,Gonzalez and Sons,497591.89
G215131,Griffith and Sons,215486.22
G215132,"Newman, Bennett and Hodge",194852.75
G215133,Hill-Mcdonald,339455.84
G215134,King PLC,195111.91
G215135,Clark-Ortiz,201795.85
G215136,Gonzalez and Sons,268460.38
G215137,Ms. Nancy Williams,320940.42
G215138,Jeffrey Jones,138922.25
G215139,"Alexander, Townsend and Baker",186789.84
G215140,Dennis Garcia,294341.16
G215141,Romero-Perez,217782.0
G215142,Pratt Inc,302472.84
G215143,Taylor-Gonzales,12918.23
G215144,Greene and Sons,44129.62
G215145,Rachel Wheeler,437765.83
G215146,Walker-Gomez,260847.48
G215147,Jackson Ltd,131652.29
G215148,Frank Trujillo,335031.84
G215149,Williams PLC,200964.88
G215150,Hall-Barber,272737.25
G215151,"Watson, Bird and Coleman",182497.48
G215152,Christopher Miller,467411.44
G215153,Juan Wallace,31595.32
G215154,Stokes LLC,178833.47
G215155,Mendez LLC,82657.07
G215156,"Calderon, Stephenson and Graves",88042.42
G215157,"Walker, Thompson and Downs",359484.64
G215158,Leslie Miller,248578.06
G215159,Kimberly Morris,440096.52
G215160,"Gonzalez, Newman and Johnson",262917.42
G215161,Burns-Phillips,133260.37
G215162,"Martin, Adkins and Garrison",167291.22
G215163,Williams-Jones,292451.86
G215164,Barnes-Malone,66327.69
G215165,Eddie Mcdaniel,123830.84
G215166,"Odom, Horton and Snyder",496618.36
G215167,Ellis-Frey,267363.63
G215168,Benton Group,130527.82
G215169,"Gonzalez, Flowers and Smith",59785.24
G215170,Shepherd and Sons,224678.74
G215171,Morales PLC,486329.59
G215172,Collins and Sons,296621.49
G215173,"Lee, Cook and Zavala",351544.68
G215174,Elizabeth Kennedy,171768.53
G215175,Joshua Bailey,292774.2
G215176,Erika Campbell,366893.34
G215177,Sherman Inc,23303.75
G215178,Stacy Green,3983.87
G215179,Gregory Hall,58004.1
G215180,Lopez-Salazar,180633.62
G215181,Christopher Stein,146695.55
G215182,Wood-Campbell,282050.64
G215183,"Hoffman, Lewis and Quinn",308869.58
G215184,Murillo-Moore,69062.8
G215185,Garcia and Sons,297821.88
G215186,Graham LLC,386521.06
G215187,Jones LLC,209156.92
G215188,Henry-Rogers,88181.72
G215189,Jackson Group,254229.95
G215190,Houston Inc,55260.37
