Policy No,Client Name,Premium
L112325,Dylan Garcia,173629.66
L112326,Vanessa Hurst,79043.45
L112327,Robert Roberts,187157.49
L112328,Michelle Taylor,179300.89
L112329,Isaiah Price,237004.74
L112330,Tamara Woodward,127987.55
L112331,Tara Price,210124.2
L112332,Karl Mitchell,182293.86
L112333,Dr. Elizabeth Garrett DVM,190918.08
L112334,Dylan Mccann,6081.96
L112335,Deborah Lang,234049.01
L112336,David Garza,48721.67
L112337,Crystal Ross,53729.88
L112338,David Olsen,75948.7
L112339,Nicholas Pugh,225875.01
L112340,Alejandro Klein,137241.72
L112341,Charles Avery,129354.35
L112342,Alyssa Smith,116666.05
L112343,Alan Mendoza,226978.89
L112344,Tiffany Davies,211140.2
L112345,Kelsey Massey,90577.2
L112346,Donald Padilla,135785.23
L112347,Bradley Stewart,139515.78
L112348,Craig Gregory,66759.98
L112349,Gary Thomas,157771.25
L112350,Terri Wilson,132155.77
L112351,Dennis Mcintyre,30746.89
L112352,Albert Jacobs,239969.25
L112353,Alexandria Gross,94164.24
L112354,Maria Schultz,179636.72
L112355,Matthew Mora,77589.73
L112356,Mr. Adam Wallace DDS,245123.8
L112357,Nicholas Johnson,204774.53
L112358,Valerie King,103396.63
L112359,Mrs. Tammy Williams,26243.99
L112360,Kari Buchanan,199678.59
L112361,Karen Barker,242160.25
L112362,Jennifer Powers,86366.43
L112363,Christopher Brock,138545.38
L112364,Rachel Brown,220110.66
L112365,Karen Ramirez,237473.06
L112366,Stephen Green,131046.96
L112367,Christine Cruz,24927.1
L112368,Justin Quinn,93262.82
L112369,Raymond Nichols,219781.57
L112370,Brittany Cole,228515.95
L112371,Jonathon Heath,136560.28
L112372,Marcus Mcdonald,228592.54
L112373,Justin Johnson,189915.84
L112374,Andrew Swanson,12959.01
L112375,Brittney Barron,61221.75
L112376,Jeremy Rowe,191290.5
L112377,Amy Miller,196682.33
L112378,Chad Ramos,98208.17
L112379,Ms. Kelly Roberts,112463.71
L112380,Samantha Allen,9244.38
L112381,Yolanda Romero,178817.63
L112382,Shelby Porter,75822.14
L112383,Kathy Lynch,142665.42
L112384,Donna Davis,205310.57
L112385,Nicholas Dyer,22045.11
L112386,John Sims,206120.46
L112387,Rachael Hicks,217881.66
L112388,John Williams,17910.15
L112389,Emily Farley,116636.02
L112390,David Coleman,112425.53
L112391,Jody Bond,137957.95
L112392,Scott Mckay,64984.18
L112393,Sharon Ayers,142895.8
L112394,Kristin Peterson,25926.35
L112395,Ashley Spencer,189704.98
L112396,Eric Brown,54917.56
L112397,Harold Wilson,28726.93
L112398,Tracy Wood,30982.72
L112399,Misty Moore,22287.06
L112400,Christina Frank,118496.57
L112401,Ronald Flores,157015.7
L112402,Jason Jones,93453.02
L112403,Brandon Miller,82471.69
L112404,Sarah Fernandez,212864.15
L112405,Bailey Rios,93701.33
L112406,Catherine Williamson,5222.24
L112407,Joseph Harrison,123993.59
L112408,Cheryl Wade,49177.35
L112409,Janet Fuller,190698.72
L112410,John Myers,142653.85
L112411,Jared Brown,69902.97
L112412,Kyle Owen,5781.51
L112413,Robert Mcdonald,52674.31
L112414,Julia Cook,196793.15
L112415,Deanna Jones,236700.63
L112416,Tony Barnes,20023.28
L112417,Adrienne Buchanan,58754.85
L112418,Stanley Pena,141121.84
L112419,Daniel Landry,130513.89
L112420,Douglas French,62833.45
L112421,Catherine Gonzales,6247.61
L112422,Pam Harrison,144969.15
L112423,Mark Duran,147295.34
L112424,Kevin Frank,179421.1
L112425,Steven Gonzalez,210183.29
L112426,Todd Perez,178671.36
L112427,Justin Turner,165633.27
L112428,Douglas Hancock,58573.15
L112429,Holly Trujillo,208435.79
L112430,Gabrielle Solis,96359.68
L112431,Christopher Smith,164415.94
L112432,Alyssa Carter,27908.51
L112433,Joe Marsh,247140.31
L112434,Elizabeth Kaufman,143927.09
L112435,James Brown,7312.38
L112436,William Mills,138526.01
L112437,Johnny Walker,137517.11
L112438,Ashley Crawford,16247.09
L112439,Andrew Roberts,106044.92
L112440,Elizabeth Marshall,225802.94
L112441,Dustin Hernandez,187667.09
L112442,Kathryn Carroll,79530.04
L112443,Kevin Jackson,39217.45
L112444,Jose Hill,39945.07
L112445,Jennifer Shannon DDS,143423.78
L112446,Shannon Bass,226650.27
L112447,Krista Hanson,6482.25
L112448,Michael Rocha,116542.77
L112449,Laurie Cohen,170659.58
L112450,Christina Sims,206623.72
L112451,Janet Hernandez,20502.72
L112452,Johnny Williams,58072.58
L112453,Courtney Espinoza MD,75859.15
L112454,John Riley,195631.06
L112455,Jenna Jones,150462.5
L112456,Wayne Davis,152308.69
L112457,Jared Everett,77916.05
L112458,Jason Kennedy,108876.94
L112459,Benjamin Nelson,65869.28
L112460,Robert Wang,175972.98
L112461,Michael Carpenter,180924.96
L112462,Lindsey Gardner,21557.44
L112463,Kenneth Miller,163082.71
L112464,Amber Dodson,198633.64
L112465,Kristen Beard,238795.38
L112466,Sarah Paul,162599.79
L112467,April Walker,107926.73
L112468,Nancy Adams,104959.81
L112469,Patrick Wood,40283.42
L112470,John Kaufman,59596.63
L112471,Nicholas Anderson,45342.51
L112472,Stephen Johnson,99911.39
L112473,Michael Chapman,174256.22
L112474,Jasmine Ryan,189489.61
L112475,Breanna Franklin,184242.65
L112476,Robert Rodriguez,161002.54
L112477,Tamara Herring,248984.05
L112478,Andrew Kim,86090.62
L112479,Mr. Samuel Richardson,118393.73
L112480,Brandy Hubbard,127897.06
L112481,Kathleen Todd,13127.14
L112482,Rebecca Smith,91650.77
L112483,Ashley Barnes,36643.71
L112484,Toni Williams,51808.33
L112485,Melissa Fernandez,62711.79
L112486,Ellen Knight,200738.01
L112487,Barry Fernandez,20652.34
L112488,Jonathon Adkins,54016.69
L112489,Charles Abbott,184890.79
L112490,Michael Oliver,224235.68
L112491,Amy Lopez,65161.17
L112492,Michael Smith,156049.99
L112493,Leslie Hall,168743.49
L112494,Angela Alexander,40699.9
L112495,Grant Clark,157176.57
L112496,Ashley Romero,33854.35
L112497,Anna Terry,107963.94
L112498,David Lee,134963.7
L112499,April Ortiz,236731.59
L112500,John Thompson,11862.45
L112501,Adam Schmidt,144258.61
L112502,Joshua Hutchinson,182929.9
L112503,Wendy Ramirez,117005.86
L112504,Raymond Jones,200423.58
L112505,Stephen Day,18132.03
L112506,Nicole Morrison,94324.72
L112507,Rachel White,17580.5
L112508,Megan Wilson,51819.88
L112509,Thomas Wilson,98584.82
L112510,Patrick Compton,153259.1
L112511,Sharon Heath,102172.47
L112512,Richard Gardner,210608.25
L112513,Margaret Berry,171368.49
L112514,Amber Stout,52491.58
L112515,Jordan Hughes,193777.17
L112516,Heather Smith,111401.29
L112517,Theodore Holmes,130852.44
L112518,Kayla Hanson,9650.55
L112519,Dr. Sean Norris,150461.68
L112520,Courtney Green,190191.94
L112521,Calvin Johnson,156666.32
L112522,Caroline Anderson,213410.06
L112523,Kristen Powell,94388.27
L112524,Elizabeth Jimenez,127364.49
L112525,Angela Pearson,129783.95
L112526,Maria Sellers,67699.95
L112527,John Barnett,153446.14
L112528,Kaitlyn Morrison,29233.25
L112529,Cynthia Bradley,76648.13
L112530,Robert Walker,131506.06
L112531,Joseph Guzman,219867.96
L112532,Mary Harrell,173307.42
L112533,Christine Ellis,221786.23
L112534,Crystal Taylor,57745.08
L112535,Jennifer Allison,84531.42
L112536,Louis Burke,153431.41
L112537,Christopher Lane,220694.81
L112538,Justin Smith,199009.18
L112539,Joel Clark,172421.22
L112540,Stacey Sanders,229760.27
L112541,Samuel Stewart,47771.44
L112542,Todd Johnson,236308.75
L112543,Erin Thompson,129097.18
L112544,Joann Brown,13166.3
L112545,Travis Watts,95749.01
L112546,Jennifer Harrison,196937.81
L112547,Brent Wood,109647.64
L112548,Richard Perez,120517.57
L112549,Victoria Rodgers,204204.13
L112550,Lori Smith,21415.39
L112551,Sarah Hall,233790.22
L112552,Ryan Griffith,184070.8
L112553,Peter Foley,159023.88
L112554,Lori Burch,38211.51
L112555,Christine Campos,140757.12
L112556,Amanda Oconnell,91460.62
L112557,Albert Williams,188213.5
L112558,Dawn Mclaughlin,238614.45
L112559,Tiffany Elliott,210566.1
L112560,Donna Wheeler,164664.26
L112561,Julia Parrish,148550.63
L112562,Stacie Barrera,180112.63
L112563,Shannon Maynard,158964.68
L112564,Barbara Gomez,63347.66
L112565,Brandon Hill,217187.99
L112566,Ms. Catherine Reynolds,150694.72
L112567,Mr. Scott Turner,199478.41
L112568,Christopher Gallegos,236310.8
L112569,Brian Johnson,14252.11
L112570,Karen Morales,55164.23
L112571,Michael Guerra,117010.24
L112572,Nathaniel Odonnell,110187.33
L112573,Stacy Sutton,30561.74
L112574,Anthony Harrington,45867.99
L112575,Kevin Navarro,112928.72
L112576,Dennis Valencia,234075.62
L112577,Lauren Shaw,98975.14
L112578,Alan Perez,69465.46
L112579,Mary Cole,6999.05
L112580,Charlotte Anthony,199661.39
L112581,John Wilson,163297.84
L112582,Sarah Simpson,175478.04
L112583,Stephen Davis,249118.44
L112584,Christian Jordan,167946.1
L112585,Brenda Ramirez,49242.83
L112586,Seth Harris,144510.86
L112587,Ryan Newman,142847.4
L112588,Jordan Johnson,113040.98
L112589,Brittany Morgan,221621.33
L112590,Judy Carter,107280.68
L112591,Judy Garcia,72970.93
L112592,Lisa Taylor,106456.23
L112593,Mrs. Mary Beck,168562.57
L112594,Vanessa Anderson,14167.51
L112595,Brandon Bowers,100022.8
L112596,Cameron Nelson,216777.88
L112597,Christopher Rogers,9138.05
L112598,Kevin Lee,127197.9
L112599,Theresa Mcdonald,204149.63
L112600,Brian Leonard,69172.09
L112601,Mary Ward,145889.22
L112602,Brian Wall,72083.95
L112603,Allison Anderson DDS,241990.93
L112604,Douglas Harris,127060.82
L112605,Dalton Lynn,142655.67
L112606,Andrew Colon,132378.83
L112607,Heather Fernandez,116065.0
L112608,Matthew Martinez,183631.18
L112609,Jerry Hall,217211.1
L112610,Miguel Ramsey,134676.25
L112611,Adam Bennett,95031.64
L112612,Christopher Torres DDS,187791.24
L112613,Kathy Blevins,108655.75
L112614,Justin Johnson,95177.05
L112615,Scott Lewis,54445.64
L112616,Kimberly Miller,9584.79
L112617,Charles Clark,33251.84
L112618,Kristen Stevens,41232.53
L112619,Jacqueline Hall,215488.67
L112620,Kelly Miller,249259.77
L112621,Martha Howard,57680.05
L112622,Ashley Harris,248701.69
L112623,Jeffery Aguilar,172887.15
L112624,Nancy Wheeler,5386.88
L112625,Jasmine Andrews MD,248847.45
L112626,Sherry Chen,165564.27
L112627,Chelsea Young,130919.41
L112628,Robert Wright,105745.37
L112629,Samuel Ross,235835.32
L112630,Christine Williams,73856.08
L112631,Danny Smith,224564.98
L112632,William Williams,156670.96
L112633,Jonathan Keller,220848.32
L112634,Marissa Hatfield,167692.69
L112635,Christopher Jimenez,221989.7
L112636,Jennifer Wilson,170952.12
L112637,Brittany Owens,10792.0
L112638,Adrienne Lopez,175554.02
L112639,Rose Nguyen,35399.22
L112640,Elijah Johnson,49356.08
L112641,James Cooper,54924.2
L112642,Jennifer Strong,97913.08
L112643,Wendy Thomas,38464.44
L112644,Michael Carrillo,52695.72
L112645,Ashley Smith,28804.84
L112646,Jessica Santiago,131207.52
L112647,Nicole Olsen,84039.61
L112648,Catherine Rodriguez,200182.93
L112649,Jean Morris,85551.62
L112650,Christy Wilson,74029.01
L112651,Kylie Olson,118604.6
L112652,Lisa Castro,34243.98
L112653,Kenneth Tran,113419.31
L112654,Malik Nelson,137219.72
L112655,Joshua Diaz,143224.9
L112656,Nicole Hansen,90490.24
L112657,James Black,57879.25
L112658,Natasha Martinez,125362.79
L112659,Cheryl Thomas,202387.78
L112660,Kristen Johnson,131079.31
L112661,Jill Buck,223206.13
L112662,Melvin Hall,73563.66
L112663,Richard Martinez,203439.24
L112664,Jeffrey Salazar,52608.63
L112665,Joshua Freeman,90898.0
L112666,Michael Fischer,190485.2
L112667,Michael Wilcox,102727.21
L112668,Brian Jackson,224773.12
L112669,Ronald Hawkins,138064.23
L112670,Alicia Adams,15137.0
L112671,Sara Cain,185316.61
L112672,Tina Moody,174547.66
L112673,John Perkins,78320.78
L112674,Kimberly Richardson,125678.45
L112675,Robert Gross,243891.97
L112676,Rodney Crawford,97202.79
L112677,Steven Kirby,177755.44
L112678,Max Kelley,25592.88
L112679,Kari Perez,86373.7
L112680,Mary Harding,239715.28
L112681,Thomas Ware,127672.97
L112682,David Shaw,130394.49
L112683,Cassandra Oliver,69559.28
L112684,Teresa Khan,95138.89
L112685,Christopher Price,43418.91
L112686,Mark Ford,70358.84
L112687,Beth Pearson,58231.22
L112688,Evan Frey,228429.87
L112689,Tammy Fisher,201872.79
L112690,Noah Foley,209021.35
L112691,James Casey,236637.04
L112692,Emily Peterson,142555.65
L112693,Eric Banks,227009.41
L112694,Tyler Perkins,97158.45
L112695,Donald Torres,87340.86
L112696,Roberto Moore,129580.39
L112697,Melissa Murray,38727.01
L112698,Jamie Washington,249611.28
L112699,Ethan Gonzalez,45838.67
L112700,Cody Cervantes,243175.51
L112701,Ms. Deanna Weber,171815.76
L112702,Nathan Howard,103076.91
L112703,Shannon Cunningham,90417.66
L112704,Jacob Patterson,10915.84
L112705,Danielle Brady,135887.47
L112706,Aaron Hunt,24069.49
L112707,Rebecca Lee,124812.64
L112708,Kenneth Fischer,54632.42
L112709,Meredith Rodriguez,214818.99
L112710,Janet Perry,84900.33
L112711,Rebecca Hill,24868.98
L112712,Stacy Murphy,145547.72
L112713,Cynthia Ewing,246908.63
L112714,Richard Cole,152895.0
L112715,Michelle Henry,56241.47
L112716,Mary Moses,125055.65
L112717,Jacqueline Waller,5969.52
L112718,Ryan Mccarty,201295.48
L112719,Alexander Meza,74091.25
L112720,Patrick Gonzalez,194434.75
L112721,Amy Hamilton,47577.97
L112722,Richard Berg,59106.86
L112723,Jennifer Lowery,202753.21
L112724,Michael Gomez,111518.3
L112725,Tracy Garza,107476.13
L112726,Michelle Campbell,44626.3
L112727,Todd Cooper,235793.65
L112728,Kim Miller,217924.37
L112729,April Reynolds,159259.04
L112730,Benjamin Jimenez,179801.1
L112731,Samantha Turner,49429.53
L112732,Amanda Green,155918.44
L112733,Jennifer Lucas,83999.32
L112734,Joseph Barry,133882.64
L112735,Kevin Lynn,170528.28
L112736,Brett Thomas,199345.76
L112737,Maria Smith,184703.54
L112738,Sophia Osborne,57343.92
L112739,Maria Taylor,87012.26
L112740,Kyle Gibson,117877.62
L112741,Jacqueline Watson,179787.45
L112742,Sheri Daniels,32750.93
L112743,William Phillips,183187.47
L112744,Gene Winters,35946.28
L112745,Edward Thompson,111402.13
L112746,Richard Snyder,133626.81
L112747,Elizabeth Ochoa DVM,61485.41
L112748,Kim Willis,241557.05
L112749,Stephen Wilcox,192625.51
L112750,Deborah Phillips,173807.83
L112751,Michael Ellis,88925.03
L112752,Jessica Walton,245248.41
L112753,Miranda Garcia,240368.06
L112754,Chelsea Romero,202832.76
L112755,Brenda Solis,39700.05
L112756,Nicole Cuevas,77198.95
L112757,James Allison,194317.2
L112758,Kimberly Stewart,84812.9
L112759,April Nicholson,205755.82
L112760,Katherine Conway,107674.32
L112761,Rachel Garcia,109698.9
L112762,Jeffrey Perry,229955.32
L112763,Lauren Nelson,126912.95
L112764,Sara Fleming,113820.52
L112765,Abigail Keller,160332.1
L112766,David Estrada,245397.97
L112767,Briana Humphrey,174601.31
L112768,Joshua Key,164441.67
L112769,Eric Leonard,124071.14
L112770,Carmen Curtis,128264.36
L112771,Regina Thompson,246757.32
L112772,Jeremiah Oconnell,84213.26
L112773,Ian Rice,67023.79
L112774,Diane Castro,65002.26
L112775,Joshua Baker,164664.16
L112776,Nicole Shaw,164445.58
L112777,Clarence Trujillo,187117.87
L112778,Kimberly Walker,185754.01
L112779,Leah Rose,106629.0
L112780,Aaron Lee,219171.19
L112781,Christina Stout,52089.63
L112782,Dr. Pamela Duran,123488.85
L112783,Larry Hill,222414.52
L112784,Robert Weeks,148038.38
L112785,Jason Moore,237703.27
L112786,Emily Norris,70556.7
L112787,Christopher Reid,133724.17
L112788,David Andrade,201272.89
L112789,Kayla Richards,220893.48
L112790,Thomas Miller,57508.99
L112791,Tiffany Robertson,42499.19
L112792,James Vasquez,220345.27
L112793,Steven Lowe,119396.37
L112794,Carol Dawson,98243.84
L112795,Donald May,153315.83
L112796,Patricia Rojas,190795.56
L112797,Angela Johnson,28272.88
L112798,Annette Giles,199775.37
L112799,Elizabeth Trevino,225414.98
L112800,Ashley Martinez,7078.87
L112801,Wendy Mccann,41075.07
L112802,Richard Roberts,42328.54
L112803,Kevin Rose,76182.51
L112804,Brian Armstrong,189568.69
L112805,Mr. Randy Miller,241181.95
L112806,Timothy Ingram,152803.5
L112807,Sarah Davis,110947.83
L112808,Veronica Davis,9553.64
L112809,Sharon White,89402.02
L112810,Tracy Gonzalez,209222.33
L112811,Victor Park,136508.69
L112812,Joseph Stevenson,222293.28
L112813,Jamie Stout,153591.19
L112814,Laura Brown,86604.71
L112815,Kenneth Morgan,18476.75
L112816,Misty Schmidt,56560.44
L112817,Shelby Santana DDS,141750.08
L112818,Zachary Shields,77300.82
L112819,David Murphy,172531.1
L112820,Zachary Rangel,189928.88
L112821,Amanda Daniels,112180.18
L112822,Christopher Wallace,56633.73
L112823,Shannon Mclean,158382.65
L112824,Mark Brown,156238.29
L112825,Susan Stephens,235758.32
L112826,Gerald Hampton,48315.52
L112827,Roy Washington,50178.62
L112828,Joseph Galloway,235972.84
L112829,Eddie Choi,161308.01
L112830,Mark Price,40647.35
L112831,Heather Fisher,182014.57
L112832,Samantha Davidson,169661.92
L112833,Meagan Wong,221829.8
L112834,Jose Perry,72871.61
L112835,Robin Mckay,208464.26
L112836,Nicholas Paul,119173.41
L112837,Lawrence Brown,54032.95
L112838,Scott Marquez,11370.94
L112839,Steven Brewer,215152.96
L112840,Kelly Macdonald,34793.67
L112841,Shawn Hansen,16653.06
L112842,Latoya Edwards,168199.84
L112843,Anna Thomas,98243.72
L112844,Ashley Smith,63022.86
L112845,Michelle Jackson,114868.2
L112846,Richard Reid,219114.55
L112847,Michael Richardson,108285.65
L112848,Matthew Williamson,136971.27
L112849,Tyler Ward,133163.64
L112850,Anthony Morris,165787.8
L112851,Andrew Meyer,6002.14
L112852,David Ryan,149966.92
L112853,Tara Costa,160580.15
L112854,Patrick Collins,176500.53
L112855,Daniel Mccoy,21468.02
L112856,Jennifer Lee,175887.39
L112857,Stephanie Marks,108223.93
L112858,Valerie Hebert,221693.09
L112859,Anthony Keller,159387.71
L112860,Karen White,51809.2
L112861,Linda Brooks,91755.91
L112862,Dr. Cheryl Mayo PhD,49084.78
L112863,Sabrina Herrera,54909.26
L112864,Holly Johnson,95995.21
L112865,Meghan Joseph,31190.78
L112866,Brian Ellis,217223.53
L112867,Dr. Courtney Cox DDS,104137.9
L112868,Jonathan Smith,211991.6
L112869,Sean Clay,227368.71
L112870,Nathan Lyons,110921.46
L112871,Alexandra Carr,168128.79
L112872,Barry Jimenez,36197.01
L112873,Kimberly Welch,228569.89
L112874,Janet Burns,109252.09
L112875,Anthony Martin,229157.63
L112876,Samuel Sanchez,88054.27
L112877,Jessica Cummings,70955.29
L112878,Keith Pena,206619.89
L112879,Russell Hall,25203.21
L112880,Kenneth Buckley,229897.77
L112881,Mary Mays,100905.38
L112882,Michael Adams,23991.15
L112883,Michael Meadows,35527.79
L112884,Tammy Hill,140715.41
L112885,Michael Golden,236251.64
L112886,Manuel Romero,217614.78
L112887,Denise Schmidt,193829.04
L112888,Colton Gibson,159915.43
L112889,Jordan Mitchell,162936.26
L112890,Jasmine Barrera,144365.85
L112891,Shannon Cruz,89524.04
L112892,Scott Hunt,236976.8
L112893,Jose Mckay,43793.54
L112894,Lisa Hunter,194332.91
L112895,Howard Aguilar,219804.46
L112896,Rose Cunningham,80035.13
L112897,Stacy Taylor,243895.74
L112898,Kristin Fletcher,115938.45
L112899,Jonathon Crawford,113390.6
L112900,Ebony Taylor,209323.56
L112901,Henry Romero,49239.84
L112902,Lance Arnold,43302.09
L112903,Victoria Chang,18114.47
L112904,Morgan Mitchell,51712.35
L112905,Jeffery Atkinson,184594.54
L112906,Carlos Davis,150271.88
L112907,Dawn Howard,121305.12
L112908,Tammy Wilson,16830.5
L112909,Terri Owen,221948.42
L112910,Michael Brown,23797.76
L112911,Miguel Johnson,234239.87
L112912,Jeff Gonzales,205431.31
L112913,Ashley Bryant,37271.05
L112914,Lisa Rojas,5668.75
L112915,Stephanie Hawkins,187829.06
L112916,David Foley,195499.22
L112917,Maria Goodwin,154669.22
L112918,Scott Carter,40698.26
L112919,Joseph Chaney,219743.14
L112920,Melissa Melton,111325.45
L112921,William Dunn,62521.81
L112922,Jeffrey Sullivan,228653.92
L112923,Joshua Carson,56726.23
L112924,Jessica Hicks,19920.83
L112925,Deborah Glover,74080.13
L112926,Sarah Ellis,19940.53
L112927,Tyrone Rowland,80898.95
L112928,Andrew Phelps,103019.84
L112929,Megan Cook,110649.85
L112930,Kelly Hawkins,186152.92
L112931,Kevin Kelley,209942.57
L112932,Alexander Bolton,76630.38
L112933,Heather Barnes,19322.97
L112934,Troy Hood,164993.98
L112935,Marissa Freeman,248042.88
L112936,Adam Castillo,107218.87
L112937,James Castillo,142218.12
L112938,Gary Hernandez,224899.71
L112939,Rodney Miles,189667.33
L112940,Paul Boyd,71478.2
L112941,Alexis Gray,151634.44
L112942,Nicholas Valenzuela,134064.93
L112943,Amy Leonard,77751.72
L112944,Zachary Ferguson,22002.19
L112945,Lisa Anderson,214846.67
L112946,Taylor Molina,122784.75
L112947,Mario Rodriguez,213085.37
L112948,Cheryl Sanders,146821.61
L112949,April Carpenter,170956.88
L112950,Amber Lane,164705.87
L112951,Julie Peterson,85871.79
L112952,Vincent Marshall,147333.83
L112953,Christopher Watson,203827.76
L112954,David Rivas,207947.39
L112955,Henry Daniels,101405.28
L112956,Thomas Davis,180903.91
L112957,Jessica Young,30709.12
L112958,Dylan Rose,147126.66
L112959,Jennifer Mccoy,134650.93
L112960,Shannon Barrera,111635.13
L112961,Paul Coleman,163531.95
L112962,Deborah King,128674.41
L112963,Cheryl Kidd,75650.49
L112964,Amy Watts,148172.82
L112965,Hannah Allen,9321.81
L112966,Aaron Fitzgerald,61407.68
L112967,Zachary Holmes,119832.98
L112968,Stephanie Morgan,209833.7
L112969,Andrew Morales,30958.19
L112970,Melissa Warner,95050.19
L112971,Jordan Thomas,74193.84
L112972,Danielle Matthews,63526.14
L112973,Gloria Green,17264.1
L112974,Wesley Long,224716.22
L112975,Miss Nicole Haney,213194.35
L112976,Briana Boyd,151250.34
L112977,Jessica Anderson,95227.15
L112978,Juan Moore,64361.07
L112979,Benjamin Miller,24399.47
L112980,Sherri Conrad,182162.18
L112981,Michael Hall,72318.27
L112982,Eric Cross,97173.64
L112983,Terry Zamora,151627.46
L112984,Tyler Stewart,65378.66
L112985,Stephanie Carlson,226209.81
L112986,Debra Love,13213.85
L112987,Natalie Graham,108789.92
L112988,Edward White,166205.24
L112989,Angela Davis,54241.17
L112990,Kenneth Hernandez,133335.14
L112991,Robert Elliott,81211.67
L112992,Whitney Fletcher,88948.22
L112993,Henry Cummings,181046.62
L112994,James Hodges,209075.61
L112995,Denise Hall,236417.83
L112996,Vickie Vasquez,204152.47
L112997,Linda Arnold,20939.45
L112998,Kimberly Vargas,179997.0
L112999,Dennis Bailey,66771.28
L113000,Victoria Gutierrez,79126.18
L113001,Sophia James,20129.61
L113002,Andre Flores,186356.5
L113003,Alicia Vasquez,115629.0
L113004,James Kennedy,129910.01
L113005,Adam Anderson,146810.89
L113006,Kelly Meyers,123138.29
L113007,Kelly Solomon,169142.51
L113008,Benjamin Williams,196435.36
L113009,Robert Phillips,158572.56
L113010,Eduardo Kelly,39578.82
L113011,Dillon Higgins,102331.25
L113012,William Boyle,235372.99
L113013,Lori Miller,53417.76
L113014,Nicholas Perez,50165.01
L113015,Michael Alexander,243105.78
L113016,Nicholas Rasmussen,161897.01
L113017,Joshua Daniel,52811.94
L113018,Jane Smith DVM,205183.92
L113019,Paul Wilson,31683.0
L113020,Paul Barron,177274.21
L113021,Nathaniel Hernandez,209232.95
L113022,Mark Frazier,107472.12
L113023,Robert Decker,106501.04
L113024,Nancy Gilbert,172567.9
L113025,Charles Gates,209635.63
L113026,Mr. Andrew Jimenez,52764.99
L113027,David West,116647.68
L113028,Christopher Johnson,209057.73
L113029,Robin Jones,48009.24
L113030,Olivia Strong,216006.88
L113031,Teresa Garcia,51320.17
L113032,James Koch,125794.81
L113033,Alexander Bautista,198029.37
L113034,James Phillips DVM,49467.22
L113035,Jacob Mack,237948.18
L113036,Amy Oneal,120342.43
L113037,Brian Thompson,141496.58
L113038,Karen Lopez,230606.84
L113039,Laura Haynes,188764.65
L113040,Chris Wood,116074.95
L113041,Ryan Solis,194142.13
L113042,Ronnie Spears,94082.26
L113043,Rodney Smith,157664.9
L113044,Kenneth Foster,176980.41
L113045,Marvin Brooks,129158.11
L113046,Dr. Daniel Conrad,49776.52
L113047,Daniel Parker,174323.09
L113048,David Shelton,239386.28
L113049,Kristin Hammond,148083.65
L113050,Dylan Johnson,80166.25
L113051,Sean Brown,97257.03
L113052,Deborah Allison,105038.7
L113053,Rachel Wilcox,228477.17
L113054,Jessica Black,96425.26
L113055,Jennifer Long,22650.97
L113056,Trevor Harris,73083.05
L113057,Stephanie Wells,41453.7
L113058,Tracy Glover,232721.65
L113059,Brent Farmer,171936.01
L113060,Samantha Thomas,231962.57
L113061,Michelle Olson,87326.36
L113062,Lisa Davis,232885.91
L113063,Emily Gonzalez,241242.21
L113064,Nicholas Adams,60226.75
L113065,Claudia Morales,212548.94
L113066,Adam Holmes,69698.58
L113067,Emily Rivera,34745.02
L113068,Carrie Garcia,190744.69
L113069,Chloe Davis,23309.83
L113070,Phillip Johnson,144886.99
L113071,Mary Galvan,9101.16
L113072,Susan Dunn,27576.69
L113073,Thomas Moore,13321.65
L113074,Jennifer Nolan,73510.8
L113075,Laurie Mcguire,80953.44
L113076,Patricia Shaw,161749.97
L113077,Erin Garcia,131909.94
L113078,Megan Skinner,73827.84
L113079,Michele Brock,48956.96
L113080,Caleb Oliver,122651.91
L113081,Karen Castro,232614.56
L113082,Lawrence Scott,133733.7
L113083,Damon Burke,163017.67
L113084,Danielle Dodson,18056.88
L113085,Christopher Rowe,135733.9
L113086,Nicole Hansen,94186.05
L113087,Jacob Holloway,234954.39
L113088,Matthew Jones,34902.66
L113089,Larry Elliott,159912.57
L113090,Joshua Lewis,226162.39
L113091,James Gonzalez,197985.47
L113092,Mark Rivera,119720.6
L113093,Taylor Brooks,234739.49
L113094,Scott Fox,164254.77
L113095,Kenneth Williams,164633.17
L113096,Briana Martin,97308.21
L113097,Dana Smith,58979.61
L113098,Ian Pennington,247169.06
L113099,Luis Morris,122297.63
L113100,Allison Curtis,129042.38
L113101,Monica Strong,196544.2
L113102,Felicia Torres,175173.22
L113103,Carmen Kane,97378.26
L113104,Joshua Mullins,214934.57
L113105,Chris Jacobson,226215.98
L113106,Brian Smith,233683.21
L113107,David Obrien,159784.81
L113108,Kayla White,203937.39
L113109,Zachary Hodge,112892.77
L113110,Thomas Powell,181252.47
L113111,Ashley Barrett,72724.26
L113112,Matthew Moore,87632.64
L113113,Curtis Hinton,57158.45
L113114,John Mayer,55472.49
L113115,Kristen Clarke,181838.14
L113116,Mary Pace,38692.79
L113117,Katie Allison,10276.29
L113118,Stephen Torres,87586.71
L113119,Andrea Olson,33775.98
L113120,Alan Ortega,34637.49
L113121,Kevin Fischer PhD,67542.79
L113122,Daniel Burns,100603.84
L113123,Laura Brown,184255.13
L113124,Anthony Miranda,95073.66
L113125,Timothy Williams,71096.11
L113126,Mason Guzman,146866.99
